Borough,Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
Bronx,ELL Status,Ever ELL,"2,012",4 year June,"2,710",2089,77.1,1950,72,93.3,228,8.4,10.9,1722,63.5,82.4,139,5.1,6.7,507,18.7,104,3.8,6,0.2,4,0.1
Bronx,ELL Status,Ever ELL,"2,011",4 year June,"2,226",1594,71.6,1475,66.3,92.5,190,8.5,11.9,1285,57.7,80.6,119,5.3,7.5,509,22.9,97,4.4,21,0.9,5,0.2
Bronx,ELL Status,Ever ELL,"2,013",5 year August,"2,503",2155,86.1,1924,76.9,89.3,233,9.3,10.8,1691,67.6,78.5,231,9.2,10.7,124,5,206,8.2,4,0.2,14,0.6
Bronx,ELL Status,Ever ELL,"2,012",5 year August,"2,185",1832,83.8,1666,76.2,90.9,145,6.6,7.9,1521,69.6,83,166,7.6,9.1,150,6.9,189,8.6,7,0.3,7,0.3
Bronx,ELL Status,Ever ELL,"2,013",5 year June,"2,503",2140,85.5,1910,76.3,89.3,233,9.3,10.9,1677,67,78.4,230,9.2,10.7,139,5.6,206,8.2,4,0.2,14,0.6
Bronx,ELL Status,Ever ELL,"2,012",5 year June,"2,185",1821,83.3,1659,75.9,91.1,145,6.6,8,1514,69.3,83.1,162,7.4,8.9,161,7.4,189,8.6,7,0.3,7,0.3
Bronx,ELL Status,Ever ELL,"2,012",6 year June,"2,193",1879,85.7,1693,77.2,90.1,145,6.6,7.7,1548,70.6,82.4,186,8.5,9.9,93,4.2,207,9.4,8,0.4,6,0.3
Bronx,ELL Status,Ever ELL,"2,011",6 year June,"1,715",1409,82.2,1231,71.8,87.4,133,7.8,9.4,1098,64,77.9,178,10.4,12.6,74,4.3,193,11.3,29,1.7,10,0.6
Bronx,ELL Status,Former ELL,"2,014",4 year August,"1,024",893,87.2,784,76.6,87.8,83,8.1,9.3,701,68.5,78.5,109,10.6,12.2,96,9.4,33,3.2,0,0,2,0.2
Bronx,ELL Status,Former ELL,"2,013",4 year August,798,706,88.5,625,78.3,88.5,67,8.4,9.5,558,69.9,79,81,10.2,11.5,66,8.3,26,3.3,0,0,0,0
Bronx,ELL Status,Former ELL,"2,012",4 year August,760,638,83.9,568,74.7,89,32,4.2,5,536,70.5,84,70,9.2,11,80,10.5,40,5.3,1,0.1,1,0.1
Bronx,ELL Status,Former ELL,"2,011",4 year August,532,411,77.3,371,69.7,90.3,30,5.6,7.3,341,64.1,83,40,7.5,9.7,93,17.5,24,4.5,4,0.8,0,0
Bronx,ELL Status,Former ELL,"2,010",4 year August,518,376,72.6,330,63.7,87.8,31,6,8.2,299,57.7,79.5,46,8.9,12.2,104,20.1,27,5.2,6,1.2,4,0.8
Bronx,ELL Status,Former ELL,"2,009",4 year August,453,326,72,299,66,91.7,29,6.4,8.9,270,59.6,82.8,27,6,8.3,93,20.5,29,6.4,3,0.7,2,0.4
Bronx,ELL Status,Former ELL,"2,008",4 year August,382,287,75.1,268,70.2,93.4,42,11,14.6,226,59.2,78.7,19,5,6.6,62,16.2,28,7.3,2,0.5,3,0.8
Bronx,ELL Status,Former ELL,"2,007",4 year August,466,356,76.4,284,60.9,79.8,35,7.5,9.8,249,53.4,69.9,72,15.5,20.2,79,17,27,5.8,4,0.9,0,0
Bronx,ELL Status,Former ELL,"2,006",4 year August,302,242,80.1,167,55.3,69,33,10.9,13.6,134,44.4,55.4,75,24.8,31,40,13.2,18,6,0,0,2,0.7
Bronx,ELL Status,Former ELL,"2,005",4 year August,284,220,77.5,148,52.1,67.3,40,14.1,18.2,108,38,49.1,72,25.4,32.7,43,15.1,17,6,2,0.7,2,0.7
Bronx,ELL Status,Former ELL,"2,014",4 year June,"1,024",849,82.9,752,73.4,88.6,83,8.1,9.8,669,65.3,78.8,97,9.5,11.4,140,13.7,33,3.2,0,0,2,0.2
Bronx,ELL Status,Former ELL,"2,013",4 year June,798,682,85.5,610,76.4,89.4,67,8.4,9.8,543,68,79.6,72,9,10.6,90,11.3,26,3.3,0,0,0,0
Bronx,ELL Status,Former ELL,"2,012",4 year June,760,606,79.7,542,71.3,89.4,31,4.1,5.1,511,67.2,84.3,64,8.4,10.6,112,14.7,40,5.3,1,0.1,1,0.1
Bronx,ELL Status,Former ELL,"2,011",4 year June,532,388,72.9,352,66.2,90.7,30,5.6,7.7,322,60.5,83,36,6.8,9.3,116,21.8,24,4.5,4,0.8,0,0
Bronx,ELL Status,Former ELL,"2,010",4 year June,518,345,66.6,305,58.9,88.4,31,6,9,274,52.9,79.4,40,7.7,11.6,135,26.1,27,5.2,6,1.2,4,0.8
Bronx,ELL Status,Former ELL,"2,009",4 year June,453,289,63.8,269,59.4,93.1,29,6.4,10,240,53,83,20,4.4,6.9,127,28,30,6.6,5,1.1,2,0.4
Bronx,ELL Status,Former ELL,"2,008",4 year June,382,259,67.8,246,64.4,95,42,11,16.2,204,53.4,78.8,13,3.4,5,89,23.3,28,7.3,3,0.8,3,0.8
Bronx,ELL Status,Former ELL,"2,007",4 year June,466,342,73.4,279,59.9,81.6,35,7.5,10.2,244,52.4,71.3,63,13.5,18.4,93,20,27,5.8,4,0.9,0,0
Bronx,ELL Status,Former ELL,"2,006",4 year June,302,228,75.5,162,53.6,71.1,33,10.9,14.5,129,42.7,56.6,66,21.9,28.9,54,17.9,18,6,0,0,2,0.7
Bronx,ELL Status,Former ELL,"2,005",4 year June,284,201,70.8,142,50,70.6,40,14.1,19.9,102,35.9,50.7,59,20.8,29.4,62,21.8,17,6,2,0.7,2,0.7
Bronx,ELL Status,Former ELL,"2,013",5 year August,475,393,82.7,339,71.4,86.3,46,9.7,11.7,293,61.7,74.6,54,11.4,13.7,29,6.1,52,10.9,0,0,1,0.2
Bronx,ELL Status,Former ELL,"2,012",5 year August,795,713,89.7,627,78.9,87.9,32,4,4.5,595,74.8,83.5,86,10.8,12.1,36,4.5,44,5.5,1,0.1,1,0.1
Bronx,ELL Status,Former ELL,"2,011",5 year August,542,467,86.2,407,75.1,87.2,30,5.5,6.4,377,69.6,80.7,60,11.1,12.8,29,5.4,41,7.6,3,0.6,2,0.4
Bronx,ELL Status,Former ELL,"2,010",5 year August,503,421,83.7,362,72,86,31,6.2,7.4,331,65.8,78.6,59,11.7,14,31,6.2,42,8.3,2,0.4,5,1
Bronx,ELL Status,Former ELL,"2,009",5 year August,446,362,81.2,326,73.1,90.1,32,7.2,8.8,294,65.9,81.2,36,8.1,9.9,39,8.7,39,8.7,5,1.1,1,0.2
Bronx,ELL Status,Former ELL,"2,008",5 year August,373,313,83.9,289,77.5,92.3,42,11.3,13.4,247,66.2,78.9,24,6.4,7.7,18,4.8,38,10.2,2,0.5,2,0.5
Bronx,ELL Status,Former ELL,"2,007",5 year August,460,382,83,303,65.9,79.3,35,7.6,9.2,268,58.3,70.2,79,17.2,20.7,21,4.6,54,11.7,3,0.7,0,0
Bronx,ELL Status,Former ELL,"2,006",5 year August,328,275,83.8,178,54.3,64.7,34,10.4,12.4,144,43.9,52.4,97,29.6,35.3,12,3.7,37,11.3,2,0.6,2,0.6
Bronx,ELL Status,Former ELL,"2,013",5 year June,475,387,81.5,334,70.3,86.3,46,9.7,11.9,288,60.6,74.4,53,11.2,13.7,35,7.4,52,10.9,0,0,1,0.2
Bronx,ELL Status,Former ELL,"2,012",5 year June,795,711,89.4,626,78.7,88,32,4,4.5,594,74.7,83.5,85,10.7,12,38,4.8,44,5.5,1,0.1,1,0.1
Bronx,ELL Status,Former ELL,"2,011",5 year June,542,462,85.2,404,74.5,87.4,30,5.5,6.5,374,69,81,58,10.7,12.6,34,6.3,41,7.6,3,0.6,2,0.4
Bronx,ELL Status,Former ELL,"2,010",5 year June,503,409,81.3,353,70.2,86.3,31,6.2,7.6,322,64,78.7,56,11.1,13.7,43,8.5,42,8.3,2,0.4,5,1
Bronx,ELL Status,Former ELL,"2,009",5 year June,446,359,80.5,323,72.4,90,32,7.2,8.9,291,65.2,81.1,36,8.1,10,42,9.4,39,8.7,5,1.1,1,0.2
Bronx,ELL Status,Former ELL,"2,008",5 year June,373,307,82.3,285,76.4,92.8,42,11.3,13.7,243,65.1,79.2,22,5.9,7.2,23,6.2,39,10.5,2,0.5,2,0.5
Bronx,ELL Status,Former ELL,"2,007",5 year June,460,376,81.7,298,64.8,79.3,35,7.6,9.3,263,57.2,69.9,78,17,20.7,26,5.7,55,12,3,0.7,0,0
Bronx,ELL Status,Former ELL,"2,006",5 year June,328,266,81.1,175,53.4,65.8,34,10.4,12.8,141,43,53,91,27.7,34.2,19,5.8,39,11.9,2,0.6,2,0.6
Bronx,ELL Status,Former ELL,"2,012",6 year June,721,648,89.9,565,78.4,87.2,31,4.3,4.8,534,74.1,82.4,83,11.5,12.8,24,3.3,47,6.5,1,0.1,1,0.1
Bronx,ELL Status,Former ELL,"2,011",6 year June,559,492,88,428,76.6,87,30,5.4,6.1,398,71.2,80.9,64,11.4,13,17,3,46,8.2,3,0.5,1,0.2
Bronx,ELL Status,Former ELL,"2,010",6 year June,505,429,85,369,73.1,86,31,6.1,7.2,338,66.9,78.8,60,11.9,14,20,4,47,9.3,2,0.4,6,1.2
Bronx,ELL Status,Former ELL,"2,009",6 year June,445,370,83.1,333,74.8,90,32,7.2,8.6,301,67.6,81.4,37,8.3,10,25,5.6,43,9.7,6,1.3,1,0.2
Bronx,ELL Status,Former ELL,"2,008",6 year June,373,322,86.3,299,80.2,92.9,42,11.3,13,257,68.9,79.8,23,6.2,7.1,11,2.9,37,9.9,1,0.3,2,0.5
Bronx,ELL Status,Former ELL,"2,007",6 year June,442,381,86.2,300,67.9,78.7,35,7.9,9.2,265,60,69.6,81,18.3,21.3,4,0.9,54,12.2,3,0.7,0,0
Bronx,ELL Status,Former ELL,"2,006",6 year June,343,283,82.5,178,51.9,62.9,34,9.9,12,144,42,50.9,105,30.6,37.1,8,2.3,46,13.4,2,0.6,4,1.2
Bronx,ELL Status,Former ELL,"2,005",6 year June,279,247,88.5,151,54.1,61.1,43,15.4,17.4,108,38.7,43.7,96,34.4,38.9,6,2.2,19,6.8,4,1.4,3,1.1
Bronx,ELL Status,Never ELL,"2,014",4 year August,"9,123",6349,69.6,5676,62.2,89.4,1287,14.1,20.3,4389,48.1,69.1,673,7.4,10.6,1648,18.1,985,10.8,38,0.4,103,1.1
Bronx,ELL Status,Never ELL,"2,013",4 year August,"9,506",6539,68.8,5894,62,90.1,1315,13.8,20.1,4579,48.2,70,645,6.8,9.9,1788,18.8,993,10.4,74,0.8,103,1.1
Bronx,ELL Status,Never ELL,"2,012",4 year August,"9,388",6249,66.6,5711,60.8,91.4,1267,13.5,20.3,4444,47.3,71.1,538,5.7,8.6,1814,19.3,1184,12.6,52,0.6,79,0.8
Bronx,ELL Status,Never ELL,"2,011",4 year August,"10,146",6415,63.2,5921,58.4,92.3,1282,12.6,20,4639,45.7,72.3,494,4.9,7.7,2150,21.2,1359,13.4,118,1.2,91,0.9
Bronx,ELL Status,Never ELL,"2,014",4 year June,"9,123",6042,66.2,5452,59.8,90.2,1283,14.1,21.2,4169,45.7,69,590,6.5,9.8,1952,21.4,985,10.8,41,0.4,103,1.1
Bronx,ELL Status,Never ELL,"2,013",4 year June,"9,506",6233,65.6,5668,59.6,90.9,1311,13.8,21,4357,45.8,69.9,565,5.9,9.1,2087,22,993,10.4,81,0.9,103,1.1
Bronx,ELL Status,Never ELL,"2,012",4 year June,"9,388",5999,63.9,5523,58.8,92.1,1265,13.5,21.1,4258,45.4,71,476,5.1,7.9,2064,22,1184,12.6,52,0.6,79,0.8
Bronx,ELL Status,Never ELL,"2,011",4 year June,"10,146",6097,60.1,5675,55.9,93.1,1280,12.6,21,4395,43.3,72.1,422,4.2,6.9,2463,24.3,1359,13.4,123,1.2,91,0.9
Bronx,ELL Status,Never ELL,"2,013",5 year August,"9,467",6970,73.6,6159,65.1,88.4,1316,13.9,18.9,4843,51.2,69.5,811,8.6,11.6,792,8.4,1428,15.1,161,1.7,115,1.2
Bronx,ELL Status,Never ELL,"2,012",5 year August,"9,935",7188,72.4,6465,65.1,89.9,1350,13.6,18.8,5115,51.5,71.2,723,7.3,10.1,928,9.3,1559,15.7,162,1.6,88,0.9
Bronx,ELL Status,Never ELL,"2,013",5 year June,"9,467",6917,73.1,6127,64.7,88.6,1316,13.9,19,4811,50.8,69.6,790,8.3,11.4,845,8.9,1428,15.1,161,1.7,115,1.2
Bronx,ELL Status,Never ELL,"2,012",5 year June,"9,935",7125,71.7,6429,64.7,90.2,1350,13.6,18.9,5079,51.1,71.3,696,7,9.8,989,10,1561,15.7,162,1.6,88,0.9
Bronx,ELL Status,Never ELL,"2,012",6 year June,"9,906",7403,74.7,6603,66.7,89.2,1350,13.6,18.2,5253,53,71,800,8.1,10.8,564,5.7,1670,16.9,170,1.7,97,1
Bronx,ELL Status,Never ELL,"2,011",6 year June,"10,716",7664,71.5,6914,64.5,90.2,1343,12.5,17.5,5571,52,72.7,750,7,9.8,684,6.4,2017,18.8,224,2.1,119,1.1
Bronx,ELL Status,Not ELL,"2,014",4 year August,"10,959",7816,71.3,7025,64.1,89.9,1499,13.7,19.2,5526,50.4,70.7,791,7.2,10.1,1875,17.1,1106,10.1,41,0.4,121,1.1
Bronx,ELL Status,Not ELL,"2,013",4 year August,"11,156",7821,70.1,7073,63.4,90.4,1480,13.3,18.9,5593,50.1,71.5,748,6.7,9.6,2033,18.2,1101,9.9,77,0.7,115,1
Bronx,ELL Status,Not ELL,"2,012",4 year August,"11,338",7797,68.8,7166,63.2,91.9,1463,12.9,18.8,5703,50.3,73.1,631,5.6,8.1,2144,18.9,1248,11,57,0.5,82,0.7
Bronx,ELL Status,Not ELL,"2,011",4 year August,"11,840",7691,65,7092,59.9,92.2,1443,12.2,18.8,5649,47.7,73.4,599,5.1,7.8,2474,20.9,1432,12.1,134,1.1,96,0.8
Bronx,ELL Status,Not ELL,"2,010",4 year August,"11,609",7283,62.7,6722,57.9,92.3,1408,12.1,19.3,5314,45.8,73,561,4.8,7.7,2570,22.1,1466,12.6,171,1.5,111,1
Bronx,ELL Status,Not ELL,"2,009",4 year August,"12,492",7639,61.2,7114,56.9,93.1,1520,12.2,19.9,5594,44.8,73.2,525,4.2,6.9,2725,21.8,1763,14.1,204,1.6,156,1.2
Bronx,ELL Status,Not ELL,"2,008",4 year August,"12,962",7603,58.7,7156,55.2,94.1,1486,11.5,19.5,5670,43.7,74.6,447,3.4,5.9,3017,23.3,1901,14.7,256,2,171,1.3
Bronx,ELL Status,Not ELL,"2,007",4 year August,"13,291",7986,60.1,6505,48.9,81.5,1529,11.5,19.1,4976,37.4,62.3,1481,11.1,18.5,2803,21.1,1990,15,236,1.8,250,1.9
Bronx,ELL Status,Not ELL,"2,006",4 year August,"13,134",8074,61.5,6016,45.8,74.5,1508,11.5,18.7,4508,34.3,55.8,2058,15.7,25.5,2501,19,1933,14.7,286,2.2,329,2.5
Bronx,ELL Status,Not ELL,"2,005",4 year August,"12,951",7793,60.2,5330,41.2,68.4,1456,11.2,18.7,3874,29.9,49.7,2463,19,31.6,2738,21.1,1773,13.7,292,2.3,355,2.7
Bronx,ELL Status,Not ELL,"2,014",4 year June,"10,959",7429,67.8,6745,61.5,90.8,1495,13.6,20.1,5250,47.9,70.7,684,6.2,9.2,2259,20.6,1106,10.1,44,0.4,121,1.1
Bronx,ELL Status,Not ELL,"2,013",4 year June,"11,156",7471,67,6813,61.1,91.2,1476,13.2,19.8,5337,47.8,71.4,658,5.9,8.8,2375,21.3,1101,9.9,85,0.8,115,1
Bronx,ELL Status,Not ELL,"2,012",4 year June,"11,338",7482,66,6931,61.1,92.6,1462,12.9,19.5,5469,48.2,73.1,551,4.9,7.4,2459,21.7,1248,11,57,0.5,82,0.7
Bronx,ELL Status,Not ELL,"2,011",4 year June,"11,840",7303,61.7,6798,57.4,93.1,1440,12.2,19.7,5358,45.3,73.4,505,4.3,6.9,2856,24.1,1432,12.1,140,1.2,96,0.8
Bronx,ELL Status,Not ELL,"2,010",4 year June,"11,609",6787,58.5,6314,54.4,93,1394,12,20.5,4920,42.4,72.5,473,4.1,7,3064,26.4,1466,12.6,173,1.5,111,1
Bronx,ELL Status,Not ELL,"2,009",4 year June,"12,492",7049,56.4,6626,53,94,1516,12.1,21.5,5110,40.9,72.5,423,3.4,6,3301,26.4,1763,14.1,218,1.7,156,1.2
Bronx,ELL Status,Not ELL,"2,008",4 year June,"12,962",7014,54.1,6651,51.3,94.8,1478,11.4,21.1,5173,39.9,73.8,363,2.8,5.2,3596,27.7,1903,14.7,264,2,171,1.3
Bronx,ELL Status,Not ELL,"2,007",4 year June,"13,291",7359,55.4,6193,46.6,84.2,1522,11.5,20.7,4671,35.1,63.5,1166,8.8,15.8,3411,25.7,2010,15.1,243,1.8,244,1.8
Bronx,ELL Status,Not ELL,"2,006",4 year June,"13,134",7505,57.1,5754,43.8,76.7,1495,11.4,19.9,4259,32.4,56.7,1751,13.3,23.3,3048,23.2,1955,14.9,286,2.2,329,2.5
Bronx,ELL Status,Not ELL,"2,005",4 year June,"12,951",7334,56.6,5159,39.8,70.3,1451,11.2,19.8,3708,28.6,50.6,2175,16.8,29.7,3196,24.7,1773,13.7,293,2.3,355,2.7
Bronx,ELL Status,Not ELL,"2,004",4 year June,"12,470",6808,54.6,4411,35.4,64.8,1368,11,20.1,3043,24.4,44.7,2397,19.2,35.2,3458,27.7,1866,15,273,2.2,62,0.5
Bronx,ELL Status,Not ELL,"2,003",4 year June,"11,727",5998,51.1,3766,32.1,62.8,1243,10.6,20.7,2523,21.5,42.1,2232,19,37.2,3468,29.6,1886,16.1,213,1.8,147,1.3
Bronx,ELL Status,Not ELL,"2,002",4 year June,"10,339",4995,48.3,3041,29.4,60.9,985,9.5,19.7,2056,19.9,41.2,1960,19,39.2,3322,32.1,1631,15.8,176,1.7,173,1.7
Bronx,ELL Status,Not ELL,"2,001",4 year June,"9,469",4525,47.8,2566,27.1,56.7,988,10.4,21.8,1578,16.7,34.9,1960,20.7,43.3,2713,28.7,1846,19.5,332,3.5,50,0.5
Bronx,ELL Status,Not ELL,"2,013",5 year August,"11,495",8732,76,7744,67.4,88.7,1503,13.1,17.2,6241,54.3,71.5,988,8.6,11.3,887,7.7,1582,13.8,165,1.4,128,1.1
Bronx,ELL Status,Not ELL,"2,012",5 year August,"11,325",8307,73.4,7504,66.3,90.3,1463,12.9,17.6,6041,53.3,72.7,803,7.1,9.7,1042,9.2,1704,15,168,1.5,94,0.8
Bronx,ELL Status,Not ELL,"2,011",5 year August,"11,829",8386,70.9,7596,64.2,90.6,1446,12.2,17.2,6150,52,73.3,790,6.7,9.4,1036,8.8,2035,17.2,247,2.1,111,0.9
Bronx,ELL Status,Not ELL,"2,010",5 year August,"11,600",8009,69,7260,62.6,90.6,1410,12.2,17.6,5850,50.4,73,749,6.5,9.4,1175,10.1,2033,17.5,251,2.2,120,1
Bronx,ELL Status,Not ELL,"2,009",5 year August,"12,404",8431,68,7734,62.4,91.7,1520,12.3,18,6214,50.1,73.7,697,5.6,8.3,1289,10.4,2280,18.4,228,1.8,168,1.4
Bronx,ELL Status,Not ELL,"2,008",5 year August,"12,858",8354,65,7761,60.4,92.9,1487,11.6,17.8,6274,48.8,75.1,593,4.6,7.1,1362,10.6,2516,19.6,441,3.4,174,1.4
Bronx,ELL Status,Not ELL,"2,007",5 year August,"13,201",8652,65.5,6808,51.6,78.7,1533,11.6,17.7,5275,40,61,1844,14,21.3,892,6.8,2975,22.5,418,3.2,240,1.8
Bronx,ELL Status,Not ELL,"2,006",5 year August,"13,436",8794,65.5,6254,46.5,71.1,1512,11.3,17.2,4742,35.3,53.9,2540,18.9,28.9,1091,8.1,2685,20,530,3.9,317,2.4
Bronx,ELL Status,Not ELL,"2,013",5 year June,"11,495",8670,75.4,7703,67,88.8,1503,13.1,17.3,6200,53.9,71.5,967,8.4,11.2,949,8.3,1582,13.8,165,1.4,128,1.1
Bronx,ELL Status,Not ELL,"2,012",5 year June,"11,325",8235,72.7,7462,65.9,90.6,1463,12.9,17.8,5999,53,72.8,773,6.8,9.4,1112,9.8,1706,15.1,168,1.5,94,0.8
Bronx,ELL Status,Not ELL,"2,011",5 year June,"11,829",8274,69.9,7520,63.6,90.9,1446,12.2,17.5,6074,51.3,73.4,754,6.4,9.1,1146,9.7,2036,17.2,248,2.1,111,0.9
Bronx,ELL Status,Not ELL,"2,010",5 year June,"11,600",7905,68.1,7184,61.9,90.9,1410,12.2,17.8,5774,49.8,73,721,6.2,9.1,1275,11,2035,17.5,253,2.2,120,1
Bronx,ELL Status,Not ELL,"2,009",5 year June,"12,404",8263,66.6,7591,61.2,91.9,1520,12.3,18.4,6071,48.9,73.5,672,5.4,8.1,1453,11.7,2283,18.4,229,1.8,168,1.4
Bronx,ELL Status,Not ELL,"2,008",5 year June,"12,858",8201,63.8,7636,59.4,93.1,1487,11.6,18.1,6149,47.8,75,565,4.4,6.9,1506,11.7,2521,19.6,444,3.5,174,1.4
Bronx,ELL Status,Not ELL,"2,007",5 year June,"13,201",8527,64.6,6756,51.2,79.2,1533,11.6,18,5223,39.6,61.3,1771,13.4,20.8,970,7.3,3018,22.9,422,3.2,240,1.8
Bronx,ELL Status,Not ELL,"2,006",5 year June,"13,436",8638,64.3,6209,46.2,71.9,1512,11.3,17.5,4697,35,54.4,2429,18.1,28.1,1190,8.9,2745,20.4,530,3.9,313,2.3
Bronx,ELL Status,Not ELL,"2,005",5 year June,"13,480",8757,65,5733,42.5,65.5,1508,11.2,17.2,4225,31.3,48.2,3024,22.4,34.5,1289,9.6,2570,19.1,474,3.5,367,2.7
Bronx,ELL Status,Not ELL,"2,004",5 year June,"12,563",8013,63.8,4747,37.8,59.2,1394,11.1,17.4,3353,26.7,41.8,3266,26,40.8,1303,10.4,2450,19.5,429,3.4,365,2.9
Bronx,ELL Status,Not ELL,"2,003",5 year June,"11,727",7118,60.7,4067,34.7,57.1,1258,10.7,17.7,2809,24,39.5,3051,26,42.9,1540,13.1,2493,21.3,396,3.4,165,1.4
Bronx,ELL Status,Not ELL,"2,002",5 year June,"10,339",6108,59.1,3312,32,54.2,1005,9.7,16.5,2307,22.3,37.8,2844,27.5,46.6,1372,13.3,2330,22.5,303,2.9,180,1.7
Bronx,ELL Status,Not ELL,"2,001",5 year June,"9,469",5446,57.5,2749,29,50.5,1011,10.7,18.6,1738,18.4,31.9,2706,28.6,49.7,1079,11.4,2420,25.6,463,4.9,50,0.5
Bronx,ELL Status,Not ELL,"2,012",6 year June,"11,378",8634,75.9,7731,67.9,89.5,1464,12.9,17,6267,55.1,72.6,903,7.9,10.5,633,5.6,1830,16.1,177,1.6,102,0.9
Bronx,ELL Status,Not ELL,"2,011",6 year June,"11,872",8581,72.3,7717,65,89.9,1446,12.2,16.9,6271,52.8,73.1,864,7.3,10.1,741,6.2,2164,18.2,250,2.1,128,1.1
Bronx,ELL Status,Not ELL,"2,010",6 year June,"11,598",8292,71.5,7449,64.2,89.8,1410,12.2,17,6039,52.1,72.8,843,7.3,10.2,729,6.3,2187,18.9,257,2.2,123,1.1
Bronx,ELL Status,Not ELL,"2,009",6 year June,"12,406",8730,70.4,7961,64.2,91.2,1520,12.3,17.4,6441,51.9,73.8,769,6.2,8.8,778,6.3,2475,20,241,1.9,173,1.4
Bronx,ELL Status,Not ELL,"2,008",6 year June,"12,789",8636,67.5,7971,62.3,92.3,1487,11.6,17.2,6484,50.7,75.1,665,5.2,7.7,741,5.8,2682,21,560,4.4,161,1.3
Bronx,ELL Status,Not ELL,"2,007",6 year June,"13,133",8913,67.9,6938,52.8,77.8,1533,11.7,17.2,5405,41.2,60.6,1975,15,22.2,478,3.6,3053,23.2,446,3.4,224,1.7
Bronx,ELL Status,Not ELL,"2,006",6 year June,"13,088",9007,68.8,6302,48.2,70,1511,11.5,16.8,4791,36.6,53.2,2705,20.7,30,513,3.9,2779,21.2,472,3.6,293,2.2
Bronx,ELL Status,Not ELL,"2,005",6 year June,"13,238",8902,67.2,5668,42.8,63.7,1466,11.1,16.5,4202,31.7,47.2,3234,24.4,36.3,809,6.1,2667,20.1,505,3.8,328,2.5
Bronx,ELL Status,Not ELL,"2,004",6 year June,"12,550",8401,66.9,4828,38.5,57.5,1396,11.1,16.6,3432,27.3,40.9,3573,28.5,42.5,886,7.1,2632,21,438,3.5,165,1.3
Bronx,ELL Status,Not ELL,"2,003",6 year June,"11,791",7512,63.7,4137,35.1,55.1,1259,10.7,16.8,2878,24.4,38.3,3375,28.6,44.9,856,7.3,2710,23,424,3.6,274,2.3
Bronx,ELL Status,Not ELL,"2,002",6 year June,"10,339",6401,61.9,3365,32.5,52.6,1006,9.7,15.7,2359,22.8,36.9,3084,29.8,48.2,833,8.1,2531,24.5,345,3.3,183,1.8
Bronx,ELL Status,Not ELL,"2,001",6 year June,"9,469",5671,59.9,2784,29.4,49.1,1011,10.7,17.8,1773,18.7,31.3,2918,30.8,51.5,467,4.9,2771,29.3,499,5.3,50,0.5
Bronx,Ethnicity,Asian,"2,014",4 year August,968,866,89.5,839,86.7,96.9,562,58.1,64.9,277,28.6,32,27,2.8,3.1,71,7.3,29,3,1,0.1,1,0.1
Bronx,Ethnicity,Asian,"2,013",4 year August,883,801,90.7,784,88.8,97.9,533,60.4,66.5,251,28.4,31.3,17,1.9,2.1,56,6.3,23,2.6,2,0.2,1,0.1
Bronx,Ethnicity,Asian,"2,012",4 year August,981,876,89.3,855,87.2,97.6,543,55.4,62,312,31.8,35.6,21,2.1,2.4,70,7.1,31,3.2,2,0.2,2,0.2
Bronx,Ethnicity,Asian,"2,011",4 year August,957,841,87.9,827,86.4,98.3,606,63.3,72.1,221,23.1,26.3,14,1.5,1.7,81,8.5,30,3.1,4,0.4,1,0.1
Bronx,Ethnicity,Asian,"2,010",4 year August,920,792,86.1,783,85.1,98.9,556,60.4,70.2,227,24.7,28.7,9,1,1.1,80,8.7,38,4.1,7,0.8,3,0.3
Bronx,Ethnicity,Asian,"2,009",4 year August,952,809,85,792,83.2,97.9,561,58.9,69.3,231,24.3,28.6,17,1.8,2.1,83,8.7,47,4.9,9,0.9,4,0.4
Bronx,Ethnicity,Asian,"2,008",4 year August,889,755,84.9,748,84.1,99.1,558,62.8,73.9,190,21.4,25.2,7,0.8,0.9,90,10.1,30,3.4,11,1.2,3,0.3
Bronx,Ethnicity,Asian,"2,007",4 year August,884,773,87.4,733,82.9,94.8,528,59.7,68.3,205,23.2,26.5,40,4.5,5.2,67,7.6,34,3.8,5,0.6,5,0.6
Bronx,Ethnicity,Asian,"2,006",4 year August,830,732,88.2,678,81.7,92.6,496,59.8,67.8,182,21.9,24.9,54,6.5,7.4,55,6.6,32,3.9,5,0.6,6,0.7
Bronx,Ethnicity,Asian,"2,005",4 year August,753,667,88.6,602,79.9,90.3,460,61.1,69,142,18.9,21.3,65,8.6,9.7,46,6.1,28,3.7,4,0.5,8,1.1
Bronx,Ethnicity,Asian,"2,014",4 year June,968,849,87.7,828,85.5,97.5,562,58.1,66.2,266,27.5,31.3,21,2.2,2.5,88,9.1,29,3,1,0.1,1,0.1
Bronx,Ethnicity,Asian,"2,013",4 year June,883,788,89.2,774,87.7,98.2,533,60.4,67.6,241,27.3,30.6,14,1.6,1.8,69,7.8,23,2.6,2,0.2,1,0.1
